,Tour Leg,Night #,City,Day,Date,Show,Special Guest,Announcement,Mishap?,Notes,Lover Bodysuit,The Man Jacket,Mic1,Lover Guitar,Mic2,Fearless Dress,Guitar,Mic3,Red Shirt,Mic4,Romper,WANEGBT Chant (Kam),ATW Robe,Guitar,Mic5,Speak Now Gown,Koi Fish Guitar,Mic6,Rep Jumpsuit,Mic7,folklore Dress,evermore Dress,Standing Ovation,Cloak,Mic8,Old 1989 Set,New 1989 Top,New 1989 Skirt,L Boot,R Boot,Match?,Mic9,TTPD Dress,Gloves,Choker,Mic10,Smallest Man,Broken Heart Set,Broken Heart Jacket,Mic11,Fur,Midnights Shirt,Midnights Bodysuit,Karma Jacket,Mic12,Surprise Song Dress,Speech?,Mic13,Guitar Surprise Song Album 1,Song 1,Guitar Surprise Song Album 2,Song 2,Guitar Surprise Song Album 3,Song 3,Speech?,Mic14,Piano Surprise Song Album 1,P Song 1,Piano Surprise Song Album 2,P Song 2,Piano Surprise Song Album 3,P Song 3
77,Asia & Australia Leg,1,Singapore,Saturday,3/2/2024,78,No,No,N/A,,Pink & Blue,Silver Jacket,Blurple Sparkles,Pink Guitar,Pastel,Long Silver,Sparkly 13,Gold & Black,Ew,Red & Black,Red/Black,NO LAH,Red Black Ombre,Black,Black Sparkles,Purple,Koi Fish,Purple Metallic,Red & Black,Snake,Cream,Orange,0:50,Green,Wood Grain,Orange,Orange,,Orange,,Matching Set,Blue Ombre,,,,,,,,,Purple Fur,Orchid,Cutout,Magenta,Navy Sparkles,Yellow,Yes,Maroon,Speak Now,Mine,Red,Starlight,,,Yes,Gold,Non-Album,I Don't Wanna Live Forever,reputation,Dress,,
78,Asia & Australia Leg,2,Singapore,Sunday,3/3/2024,79,No,Yes,N/A,"""The Black Dog"" variant from TTPD announced ",Blue & Gold,Black Jacket,Blurple Sparkles,Blue Guitar,Pastel,Short Fringe,Sparkly 13,Gold & Black,A Lot Going On,Red & Black,Red/Black,SIAO AH,Red Black Ombre,Black,Black Sparkles,Champagne,Koi Fish,Purple Metallic,Red & Black,Snake,Pink,Bronze,2:12,Green,Wood Grain,Green,Green,,Green,,Matching Set,Blue Ombre,,,,,,,,,Purple Fur,Blue,Cutout,Multicolor,Navy Sparkles,Green,Yes,Maroon,evermore,long story short,Speak Now,The Story of Us,,,Yes,Gold,1989,Clean,evermore,evermore,,
79,Asia & Australia Leg,3,Singapore,Monday,3/4/2024,80,No,No,N/A,,Purple Tassles,Indigo Jacket,Blurple Sparkles,Purple Guitar,Pastel,Long Gold,Sparkly 13,Gold & Black,Never Ever,Red & Black,Red/Black,WALAO EH,Red Black Ombre,Black,Black Sparkles,Pink,Koi Fish,Purple Metallic,Red & Black,Snake,Blue,Yellow,1:00,Green,Wood Grain,Pink,Pink,,Pink,,Matching Set,Blue Ombre,,,,,,,,,Purple Fur,Iridescent,Cutout,Blue,Navy Sparkles,Maroon,Yes,Maroon,Speak Now,Foolish One,Fearless,Tell Me Why,,,No,Gold,1989,This Love,reputation,Call It What You Want,,
80,Asia & Australia Leg,4,Singapore,Thursday,3/7/2024,81,No,No,N/A,,Blue & Gold,Black Jacket,Blurple Sparkles,Blue Guitar,Pastel,Long Gold,Sparkly 13,Gold & Black,Never Ever,Red & Black,Red/Black,ALAMAK,Red Black Ombre,Black,Black Sparkles,Champagne,Koi Fish,Purple Metallic,Red & Black,Snake,Cream,Orange,2:14,Green,Wood Grain,Pink,Pink,,Pink,,Matching Set,Blue Ombre,,,,,,,,,Purple Fur,Blue,Cutout,Multicolor,Navy Sparkles,Maroon,Yes,Maroon,Lover,Death by a Thousand Cuts,Red,Babe,,,No,Gold,Fearless,Fifteen,Midnights,"You're On Your Own, Kid",,
81,Asia & Australia Leg,5,Singapore,Friday,3/8/2024,82,No,No,N/A,,All Pink,Hot Pink,Blurple Sparkles,Pink Guitar,Pastel,Long Silver,Sparkly 13,Gold & Black,A Lot Going On,Red & Black,Red/Black,WAH PIANG EH,Red Black Ombre,Black,Black Sparkles,Pink,Koi Fish,Purple Metallic,Red & Black,Snake,Pink,Orange,2:16,Green,Wood Grain,Orange,Orange,,Orange,,Matching Set,Blue Ombre,,,,,,,,,Purple Fur,Iridescent,Cutout,Magenta,Navy Sparkles,Yellow,Yes,Maroon,Speak Now,Sparks Fly,evermore,gold rush,,,No,Gold,Lover,False God,1989,"""Slut!""",,
82,Asia & Australia Leg,6,Singapore,Saturday,3/9/2024,83,No,No,N/A,,Pink & Blue,Silver Jacket,Blurple Sparkles,Pink Guitar,Pastel,Short Fringe,Sparkly 13,Gold & Black,Ew,Red & Black,Red/Black,"HANNOR, ABUDEN?",Red Black Ombre,Black,Black Sparkles,Purple,Koi Fish,Purple Metallic,Red & Black,Snake,Cream,Orange,1:59,Green,Wood Grain,Blue,Blue,,Blue,,Matching Set,Blue Ombre,,,,,,,,,Purple Fur,Orchid,Cutout,Blue,Navy Sparkles,Blue,Yes,Maroon,Debut,Tim McGraw,evermore,cowboy like me,,,No,Gold,folklore,mirrorball,folklore,epiphany,,
83,Europe Leg,1,Paris,Thursday,5/9/2024,84,No,Yes,N/A,"Changed setlist (TTPD added, songs cut, folkmore, and new outfits)",Pink & Orange,Orange,Blurple Sparkles,Pink Guitar,Pastel,Silver/Black/Gold,Sparkly 13,Gold & Black,Taylor's Version,Red & Black,Red/Black 2.0,GENRE JAMAIS,Red Black Ombre,Black,Black Sparkles,Swirls,,Purple Metallic,Red & Black,Snake,Yellow,,1:45,Eggplant,Wood Grain,,Pink,Blue,Pink,Blue,"Top-Left, Skirt-Right",Blue Ombre,I Love You,No Gloves,Black & Gold,White,White,Black,Gold-Black Trim,Gold,Purple Fur,Orchid,Chevron,Blue,Navy Sparkles,Pink,Yes,Maroon,Midnights,Paris,,,,,No,Gold,TTPD,loml,,,,
84,Europe Leg,2,Paris,Friday,5/10/2024,85,No,Yes,N/A,,Pink & Blue,Silver Jacket,Pastel,Pink Guitar,Pastel,Short Fringe,Sparkly 13,Gold & Black,I Bet You Think,Red & Black,Red/Black 2.0,JE CROIS PAS NAN,Red Black Ombre,Black,Black Sparkles,Purple,,Purple Metallic,Red & Black,Snake,Berry,,1:21,Eggplant,Wood Grain,,Orange,Purple,Purple,Orange,"Skirt-Left, Top-Right",Purple Metallic,I Love You,No Gloves,Pearl,White,White,White-Silver,White-Silver Trim,Gold,Purple Fur,Silver,Cutout,Magenta,Navy Sparkles,New Blue,Yes,Maroon,1989,Is It Over Now?,1989,Out of the Woods,,,No,Gold,TTPD,My Boy Only Breaks His Favorite Toys,,,,
85,Europe Leg,3,Paris,Saturday,5/11/2024,86,No,Yes,N/A,,Blue & Gold,Black Jacket,Pastel,Blue Guitar,Pastel,Long Silver,Sparkly 13,Gold & Black,A Lot Going On,Red & Black,Red/Black 2.0,DANS TES RÊVES,Red Black Ombre,Black,Black Sparkles,Champagne,,Purple Metallic,Red & Black,Snake,Pink,,1:53,Eggplant,Wood Grain,,Green,Pink,Pink,Green,"Skirt-Left, Top-Right",Purple Metallic,I Love You,No Gloves,Black & Silver,White,White,Graphite,Graphite-Black Trim,Gold,Purple Fur,Blue,Swirls,Multicolor,Navy Sparkles,Orange,Yes,Maroon,Fearless,Hey Stephen,,,,,No,Gold,Midnights,Maroon,,,,
86,Europe Leg,4,Paris,Sunday,5/12/2024,87,No,No,N/A,,Pink & Orange,Orange,Pastel,Pink Guitar,Pastel,Silver/Black/Gold,Sparkly 13,Gold & Black,Trouble,Red & Black,Red/Black 2.0,C'EST MORT,Red Black Ombre,Black,Black Sparkles,Swirls,,Purple Metallic,Red & Black,Snake,Berry,,2:15,Eggplant,Wood Grain,,Yellow,Orange,Yellow,Orange,"Top-Left, Skirt-Right",Purple Metallic,I Love You,No Gloves,Pearl,White,White,White-Silver,Silver-Black Trim,Gold,Purple Fur,Iridescent,Chevron,Blue,Navy Sparkles,New Blue,Yes,Maroon,TTPD,The Alchemy,Red,Treacherous,,,Yes,Gold,Red,Begin Again,Midnights,Paris,,
87,Europe Leg,1,Stockholm,Friday,5/17/2024,88,No,No,N/A,,Pink & Blue,Silver Jacket,Blurple Sparkles,Pink Guitar,Pastel,Silver/Black/Gold,Sparkly 13,Gold & Black,Trouble,Red & Black,Red/Black 2.0,ALLTSÅ ALDRIG,Red Black Ombre,Black,Black Sparkles,Blue,,Purple Metallic,Red & Black,Snake,Yellow,,2:04,Eggplant,Wood Grain,,Yellow,Blue,Yellow,Blue,"Top-Left, Skirt-Right",Blue Ombre,I Love You,No Gloves,Black & Silver,White,White,Black,Gold-Black Trim,Gold,Purple Fur,Silver,Chevron,Multicolor,Navy Sparkles,Pink,Yes,Maroon,Lover,I Think He Knows,reputation,Gorgeous,,,Yes,Gold,TTPD,Peter,,,,
88,Europe Leg,2,Stockholm,Saturday,5/18/2024,89,No,No,N/A,,Purple Tassles,Indigo Jacket,Blurple Sparkles,Purple Guitar,Pastel,Short Fringe,Sparkly 13,Gold & Black,A Lot Going On,Red & Black,Red/Black 2.0,DRÖM VIDARE,Red Black Ombre,Black,Black Sparkles,Swirls,,Purple Metallic,Red & Black,Snake,Blue,,1:52,Eggplant,Wood Grain,,Pink,Orange,Pink,Orange,"Top-Left, Skirt-Right",Purple Metallic,I Love You,No Gloves,Pearl,White,White,White-Silver,White-Silver Trim,Gold,Purple Fur,Purple,Swirls,Magenta,Navy Sparkles,Orange,Yes,Maroon,TTPD,Guilty as Sin?,,,,,Yes,Gold,1989,Say Don't Go,1989,Welcome to New York,1989,Clean
89,Europe Leg,3,Stockholm,Sunday,5/19/2024,90,No,No,N/A,,Pink & Orange,Orange,Blurple Sparkles,Pink Guitar,Pastel,Silver/Black/Gold,Sparkly 13,Gold & Black,Never Ever,Red & Black,Red/Black 2.0,HAN KAN DRA,Red Black Ombre,Black,Black Sparkles,Champagne,,Purple Metallic,Red & Black,Snake,Green,,1:59,Eggplant,Wood Grain,,Blue,Yellow,Yellow,Blue,"Skirt-Left, Top-Right",Blue Ombre,I Love You,No Gloves,Black & Gold,White,White,Gold & Black,Gold-Black Trim,Gold,Purple Fur,Pink,Chevron,Blue,Navy Sparkles,New Blue,Yes,Maroon,Red,Message in a Bottle,1989,How You Get The Girl,Lover,New Romantics,Yes,Gold,TTPD,How Did It End?,,,,
90,Europe Leg,1,Lisbon,Friday,5/24/2024,91,No,No,N/A,,Pink & Blue,Silver Jacket,Blurple Sparkles,Pink Guitar,Pastel,Short Fringe,Sparkly 13,Gold & Black,I Bet You Think,Red & Black,Red/Black 2.0,NUNCA MAIS,Red Black Ombre,Black,Black Sparkles,Purple,,Purple Metallic,Red & Black,Snake,Cream,,2:27,Eggplant,Wood Grain,,Purple,Blue,Purple,Blue,"Top-Left, Skirt-Right",Blue Ombre,I Love You,No Gloves,Black & Silver,White,White,Graphite,Graphite-Black Trim,Gold,Purple Fur,Orchid,Chevron,Blue,Navy Sparkles,Orange,Yes,Maroon,Red,Come Back... Be Here,Fearless,The Way I Loved You,Fearless,The Other Side of the Door,Yes,Gold,TTPD,Fresh Out The Slammer,Midnights,High Infidelity,,
91,Europe Leg,2,Lisbon,Saturday,5/25/2024,92,No,No,N/A,,Pink & Orange,Orange,Blurple Sparkles,Pink Guitar,Pastel,Silver/Black/Gold,Sparkly 13,Gold & Black,Taylor's Version,Red & Black,Red/Black 2.0,NEM QUE A VACA TUSSA,Red Black Ombre,Black,Black Sparkles,Swirls,,Purple Metallic,Red & Black,Snake,Berry,,2:50,Eggplant,Wood Grain,,Pink,Yellow,Pink,Yellow,"Top-Left, Skirt-Right",Blue Ombre,I Love You,No Gloves,Pearl,White,White,White-Silver,White-Silver Trim,Gold,Purple Fur,Blue,Swirls,Magenta,Navy Sparkles,Pink,Yes,Maroon,TTPD,The Tortured Poets Department,1989,Now That We Don't Talk,,,No,Gold,Midnights,"You're On Your Own, Kid",Speak Now,Long Live,,
92,Europe Leg,1,Madrid,Wednesday,5/29/2024,93,No,No,N/A,,Pink & Blue,Silver Jacket,Blurple Sparkles,Pink Guitar,Pastel,Silver/Black/Gold,Sparkly 13,Gold & Black,Never Ever,Red & Black,Red/Black 2.0,NI DE COÑA!,Red Black Ombre,Black,Black Sparkles,Swirls,,Purple Metallic,Red & Black,Snake,Blue,,2:35,Eggplant,Wood Grain,,Orange,Yellow,Yellow,Orange,"Skirt-Left, Top-Right",Blue Ombre,I Love You,No Gloves,Black & Gold,White,White,Gold & Black,Gold-Black Trim,Gold,Purple Fur,Iridescent,Chevron,Blue,Navy Sparkles,Orange,Yes,Maroon,Speak Now,Sparks Fly,TTPD,I Can Fix Him (No Really I Can),,,Yes,Gold,TTPD,I Look in People's Windows,Midnights,Snow on the Beach,,
93,Europe Leg,2,Madrid,Thursday,5/30/2024,94,No,No,,,Purple Tassles,Indigo Jacket,Blurple Sparkles,Purple Guitar,Pastel,Long Gold,Sparkly 13,Gold & Black,I Bet You Think,Red & Black,Red/Black 2.0,NI BORRACHA!,Red Black Ombre,Black,Black Sparkles,Blue,,Purple Metallic,Red & Black,Snake,Berry,,2:18,Eggplant,Wood Grain,,Pink,Purple,Purple,Pink,"Skirt-Left, Top-Right",Blue Ombre,I Love You,No Gloves,Black & Silver,White,White,White-Silver,Silver-Black Trim,Gold,Purple Fur,Blue,Swirls,Multicolor,Navy Sparkles,New Blue,Yes,Maroon,Debut,Our Song,Fearless,Jump Then Fall,,,No,Gold,reputation,King of My Heart,,,,
94,Europe Leg,1,Lyon,Sunday,6/2/2024,95,No,No,N/A,,Blue & Gold,Black Jacket,Blurple Sparkles,Blue Guitar,Pastel,Short Fringe,Sparkly 13,Gold & Black,Trouble,Red & Black,Red/Black 2.0,JAMAIS DE LA VIE,Red Black Ombre,Black,Black Sparkles,Champagne,,Purple Metallic,Red & Black,Snake,Green,,2:05,Eggplant,Wood Grain,,Orange,Orange,Orange,Orange,Matching Set,Blue Ombre,I Love You,No Gloves,Black & Silver,White,White,Graphite,Graphite-Black Trim,Gold,Purple Fur,Pink,Chevron,Magenta,Navy Sparkles,Pink,Yes,Maroon,TTPD,The Prophecy,evermore,long story short,,,Yes,Gold,Fearless,Fifteen,Midnights,"You're On Your Own, Kid",,
95,Europe Leg,2,Lyon,Monday,6/3/2024,96,No,No,N/A,,All Pink,Hot Pink,Blurple Sparkles,Pink Guitar,Pastel,Silver/Black/Gold,Sparkly 13,Gold & Black,Ew,Red & Black,Red/Black 2.0,LAISSE TOMBER,Red Black Ombre,Black,Black Sparkles,Purple,,Purple Metallic,Red & Black,Snake,Yellow,,2:32,Eggplant,Wood Grain,,Green,Blue,Blue,Green,"Skirt-Left, Top-Right",Blue Ombre,I Love You,No Gloves,Black & Silver,White,White,Black,Silver-Black Trim,Gold,Purple Fur,Orchid,Cutout,Blue,Navy Sparkles,Orange,Yes,Maroon,Midnights,Glitch,Red,Everything Has Changed,,,Yes,Gold,TTPD,Chloe or Sam or Sophia or Marcus,,,,
96,Europe Leg,1,Edinburgh,Friday,6/7/2024,97,No,No,N/A,,Blue & Gold,Black Jacket,Blurple Sparkles,Blue Guitar,Pastel,Silver/Black/Gold,Sparkly 13,Gold & Black,Taylor's Version,Red & Black,Red/Black 2.0,NAE CHANCE!,Red Black Ombre,Black,Black Sparkles,Swirls,,Purple Metallic,Red & Black,Snake,Green,,2:14,Eggplant,Wood Grain,,Yellow,Pink,Pink,Yellow,"Skirt-Left, Top-Right",Blue Ombre,I Love You,No Gloves,Pearl,White,White,White-Silver,White-Silver Trim,Gold,Purple Fur,Pink,Swirls,Multicolor,Navy Sparkles,New Blue,Yes,Maroon,Midnights,Would've Could've Should've,1989,I Know Places,,,Yes,Gold,evermore,tis the damn season,Lover,Daylight,,
97,Europe Leg,2,Edinburgh,Saturday,6/8/2024,98,No,No,N/A,,Pink & Blue,Silver Jacket,Blurple Sparkles,Pink Guitar,Pastel,Long Silver,Sparkly 13,Gold & Black,I Bet You Think,Red & Black,Red/Black 2.0,YA WEE RADGE!,Red Black Ombre,Black,Black Sparkles,Blue,,Purple Metallic,Red & Black,Snake,Berry,,1:32,Eggplant,Wood Grain,,Blue,Purple,Purple,Blue,"Skirt-Left, Top-Right",Blue Ombre,I Love You,Black,Black & Gold,White,White,Gold & Black,Gold-Black Trim,Gold,Purple Fur,Purple,Chevron,Blue,Navy Sparkles,Orange,Yes,Maroon,TTPD,The Bolter,reputation,Getaway Car,,,No,Gold,Lover,All of the Girls You Loved Before,Non-Album,Crazier,,
98,Europe Leg,3,Edinburgh,Sunday,6/9/2024,99,No,No,N/A,,Purple Tassles,Indigo Jacket,Blurple Sparkles,Purple Guitar,Pastel,Short Fringe,Sparkly 13,Gold & Black,Trouble,Red & Black,Red/Black 2.0,BOLT YA ROCKET!,Red Black Ombre,Black,Black Sparkles,Swirls,,Purple Metallic,Red & Black,Snake,Cream,,1:27,Eggplant,Wood Grain,,Purple,Green,Green,Purple,"Skirt-Left, Top-Right",Blue Ombre,I Love You,Black,Black & Silver,White,White,Graphite,Graphite-Black Trim,Gold,Purple Fur,Silver,Cutout,Magenta,Navy Sparkles,Pink,Yes,Maroon,Lover,It's Nice to Have a Friend,evermore,dorothea,,,Yes,Gold,Speak Now,Haunted,folklore,exile,,
99,Europe Leg,1,Liverpool,Thursday,6/13/2024,100,No,No,N/A,The 100th night of the Eras Tour!,All Pink,Hot Pink,Blurple Sparkles,Pink Guitar,Pastel,Silver/Black/Gold,Sparkly 13,Gold & Black,Ew,Red & Black,Red/Black 2.0,"""FOR THE 100TH TIME, NO!""",Red Black Ombre,Black,Black Sparkles,Champagne,,Purple Metallic,Red & Black,Snake,Green,,2:07,Eggplant,Wood Grain,,Blue,Pink,Blue,Pink,"Top-Left, Skirt-Right",Blue Ombre,I Love You,White,Pearl,White,White,White-Silver,White-Silver Trim,Gold,Purple Fur,Purple,Chevron,Multicolor,Navy Sparkles,Pink,Yes,Maroon,Speak Now,I Can See You,Speak Now,Mine,,,Yes,Gold,Lover,Cornelia Street,Midnights,Maroon,,
100,Europe Leg,2,Liverpool,Friday,6/14/2024,101,No,No,N/A,,Pink & Orange,Orange,Blurple Sparkles,Pink Guitar,Pastel,Short Fringe,Sparkly 13,Gold & Black,A Lot Going On,Red & Black,Red/Black 2.0,EEE GET ON YER BIKE,Red Black Ombre,Black,Black Sparkles,Purple,,Purple Metallic,Red & Black,Snake,Blue,,1:52,Eggplant,Wood Grain,,Purple,Orange,Orange,Purple,"Skirt-Left, Top-Right",Blue Ombre,I Love You,Sparkly Black,Black & Gold,White,White,Black,Gold-Black Trim,Gold,Purple Fur,Iridescent,Swirls,Magenta,Navy Sparkles,New Blue,Yes,Maroon,Non-Album,This is What You Came For,evermore,gold rush,,,Yes,Gold,Midnights,The Great War,Midnights,You're Losing Me,,
101,Europe Leg,3,Liverpool,Saturday,6/15/2024,102,No,No,N/A,,Pink & Blue,Silver Jacket,Blurple Sparkles,Pink Guitar,Pastel,Silver/Black/Gold,Sparkly 13,Gold & Black,Never Ever,Red & Black,Red/Black 2.0,JOG ON LAD!,Red Black Ombre,Black,Black Sparkles,Swirls,,Purple Metallic,Red & Black,Snake,Berry,,1:49,Eggplant,Wood Grain,,Yellow,Green,Yellow,Green,"Top-Left, Skirt-Right",Blue Ombre,I Love You,Sparkly Black,Black & Silver,White,White,Graphite,Graphite-Black Trim,Gold,Purple Fur,Pink,Chevron,Blue,Navy Sparkles,Orange,Yes,Maroon,Non-Album,Carolina,evermore,"no body, no crime",,,No,Gold,TTPD,The Manuscript,Red,Red,,
102,Europe Leg,1,Cardiff,Tuesday,6/18/2024,103,No,No,N/A,,Blue & Gold,Black Jacket,Blurple Sparkles,Blue Guitar,Pastel,Silver/Black/Gold,Sparkly 13,Gold & Black,A Lot Going On,Red & Black,Red/Black 2.0,YCH A FI,Red Black Ombre,Black,Black Sparkles,Champagne,,Purple Metallic,Red & Black,Snake,Berry,,2:29,Eggplant,Wood Grain,,Green,Orange,Orange,Green,"Skirt-Left, Top-Right",Blue Ombre,I Love You,Sparkly Black,Black & Silver,White,White,White-Silver,Silver-Black Trim,Gold,Purple Fur,Orchid,Chevron,Magenta,Navy Sparkles,Orange,Yes,Maroon,Lover,I Forgot That You Existed,reputation,This Is Why We Can't Have Nice Things,,,Yes,Gold,TTPD,I Hate It Here,folklore,the lakes,,
103,Europe Leg,1,London,Friday,6/21/2024,104,No,No,N/A,,Blue & Gold,Black Jacket,Blue & Gold,Blue Guitar,Pastel,Silver/Black/Gold,Sparkly 13,Gold & Black,Ew,Red & Black,Red/Black 2.0,WHY DON'T YOU JUST BOG OFF!,Red Black Ombre,Black,Black Sparkles,Champagne,,Purple Sparkles,Red & Black,Snake,Berry,,3:10,Eggplant,Wood Grain,,Orange,Blue,Orange,Blue,"Top-Left, Skirt-Right",Blue Ombre,I Love You,Sparkly Black,Black & Gold,TTPD,White,Gold & Black,Gold-Black Trim,Gold,Purple Fur,Orchid,Chevron,Blue,Navy Sparkles,Orange,Yes,Maroon,Midnights,Hits Different,Lover,Death by a Thousand Cuts,,,Yes,Gold,TTPD,The Black Dog,Red,Come Back... Be Here,Midnights,Maroon
104,Europe Leg,2,London,Saturday,6/22/2024,105,Yes,No,N/A,Special Guest Hayley Williams to sing Castles Crumbling!,Pink & Orange,Orange,Pink & Orange,Pink Guitar,Pastel,Long Silver,Sparkly 13,Gold & Black,A Lot Going On,Red & Black,Red/Black 2.0,DO ONE TOSSER!,Red Black Ombre,Black,Black Sparkles,Swirls,,Purple Sparkles,Red & Black,Snake,Cream,,2:14,Eggplant,Wood Grain,,Purple,Pink,Pink,Purple,"Skirt-Left, Top-Right",Purple Metallic,I Love You,Sparkly Black,Black & Silver,TTPD,White,Graphite,Graphite-Black Trim,Silver,Purple Fur,Silver,Chevron,Magenta,Navy Sparkles,New Blue,Yes,Maroon,TTPD,thanK you aIMee,Speak Now,Mean,,,Yes,Gold,Speak Now,Castles Crumbling,,,,
105,Europe Leg,3,London,Sunday,6/23/2024,106,Yes,Yes,N/A,"Special Guest Gracie Abrams to sing us. Travis Appearance, goes on during ICDIWABH intro! Gracie accidentally takes gold mic, Taylor uses maroon for piano.",Pink & Blue,Silver Jacket,Blurple Sparkles,Pink Guitar,Pastel,Short Fringe,Sparkly 13,Gold & Black,Never Ever,Red & Black,Red/Black 2.0,UP YOURS WANKER!,Red Black Ombre,Black,Black Sparkles,Purple,,Purple Metallic,Red & Black,Snake,Green,,2:46,Eggplant,Wood Grain,,Pink,Green,Pink,Green,"Top-Left, Skirt-Right",Green Ombre,I Love You,Sparkly Black,Black & Silver,TTPD,White,White-Silver,Silver-Black Trim,White,Purple Fur,Iridescent,Chevron,Multicolor,Navy Sparkles,Pink,Yes,Maroon,Non-Album,us.,,,,,Yes,Maroon,1989,Is It Over Now?,1989,Clean,,
106,Europe Leg,1,Dublin,Friday,6/28/2024,107,No,No,N/A,,All Pink,Hot Pink,Pink & Orange,Pink Guitar,Pastel,Silver/Black/Gold,Sparkly 13,Gold & Black,I Bet You Think,Red & Black,Red/Black 2.0,PÓG MO THÓIN!,Red Black Ombre,Black,Black Sparkles,Purple,,Purple Metallic,Red & Black,Snake,Green,,2:28,Eggplant,Rain Mic,,Orange,Green,Green,Orange,"Skirt-Left, Top-Right",Green Ombre,I Love You,Sparkly Black,Black & Silver,TTPD,White,Graphite,Graphite-Black Trim,Silver,Purple Fur,Purple,Chevron,Multicolor,Navy Sparkles,New Blue,Yes,Maroon,Red,State of Grace,Midnights,"You're On Your Own, Kid",,,No,Gold,Midnights,Sweet Nothing,folklore,hoax,,
107,Europe Leg,2,Dublin,Saturday,6/29/2024,108,No,No,N/A,,Purple Tassles,Indigo Jacket,Blurple Sparkles,Purple Guitar,Pastel,Short Fringe,Sparkly 13,Gold & Black,Taylor's Version,Red & Black,Red/Black 2.0,THE NECK OF YE!,Red Black Ombre,Black,Black Sparkles,Blue,,Purple Sparkles,Red & Black,Snake,Cream,,3:07,Eggplant,Wood Grain,,Yellow,Purple,Purple,Yellow,"Skirt-Left, Top-Right",Yellow Ombre,I Love You,Black,Black & Silver,TTPD,White,Black,Silver-Black Trim,White,Purple Fur,Pink,Swirls,Blue,Navy Sparkles,Pink,Yes,Maroon,TTPD,The Albatross,reputation,Dancing with Our Hands Tied,,,No,Gold,1989,This Love,Speak Now,Ours,,
108,Europe Leg,3,Dublin,Sunday,6/30/2024,109,No,No,N/A,,Blue & Gold,Black Jacket,Blue & Gold,Blue Guitar,Pastel,Silver/Black/Gold,Sparkly 13,Gold & Black,Ew,Red & Black,Red/Black 2.0,BLEEDING EEJIT!,Red Black Ombre,Black,Black Sparkles,Champagne,,Purple Sparkles,Red & Black,Snake,Berry,,3:12,Eggplant,Wood Grain,,Green,Orange,Green,Orange,"Top-Left, Skirt-Right",Green Ombre,I Love You,Sparkly White,Pearl,TTPD,White,White-Silver,White-Silver Trim,Silver,Purple Fur,Orchid,Chevron,Magenta,Navy Sparkles,Orange,Yes,Maroon,TTPD,Clara Bow,Red,The Lucky One,,,No,Gold,Midnights,"You're On Your Own, Kid",,,,
109,Europe Leg,1,Amsterdam,Thursday,7/4/2024,110,No,No,N/A,,Pink & Blue,Silver Jacket,Blurple Sparkles,Pink Guitar,Pastel,Silver/Black/Gold,Sparkly 13,Gold & Black,Trouble,Red & Black,Red/Black 2.0,MIJ NIET BELLEN!,Red Black Ombre,Black,Black Sparkles,Purple,,Purple Metallic,Red & Black,Snake,Purple,,2:24,Eggplant,Wood Grain,,Blue,Orange,Orange,Blue,"Skirt-Left, Top-Right",Blue Ombre,I Love You,Sparkly Black,Black & Silver,TTPD,White,Graphite,Graphite-Black Trim,Silver,Purple Fur,Silver,Chevron,Multicolor,Navy Sparkles,Orange,Yes,Maroon,TTPD,Guilty as Sin?,Fearless,Untouchable,,,Yes,Gold,Lover,The Archer,Midnights,Question...?,,
110,Europe Leg,2,Amsterdam,Friday,7/5/2024,111,No,No,N/A,,Blue & Gold,Black Jacket,Blue & Gold,Blue Guitar,Pastel,Long Gold,Sparkly 13,Gold & Black,Taylor's Version,Red & Black,Red/Black 2.0,IN JE DROMEN!,Red Black Ombre,Black,Black Sparkles,Swirls,,Purple Sparkles,Red & Black,Snake,Berry,,2:45,Eggplant,Wood Grain,,Green,Purple,Green,Purple,"Top-Left, Skirt-Right",Green Ombre,I Love You,Sparkly White,Pearl,TTPD,White,White-Silver,White-Silver Trim,White,Purple Fur,Blue,Chevron,Blue,Navy Sparkles,New Blue,Yes,Maroon,TTPD,imgonnagetyouback,reputation,Dress,,,Yes,Gold,1989,You Are in Love,evermore,cowboy like me,,
111,Europe Leg,3,Amsterdam,Saturday,7/6/2024,112,No,No,N/A,,Pink & Orange,Orange,Pink & Orange,Pink Guitar,Pastel,Silver/Black/Gold,Sparkly 13,Gold & Black,A Lot Going On,Red & Black,Red/Black 2.0,ECHT NIET!,Red Black Ombre,Black,Black Sparkles,Champagne,,Purple Sparkles,Red & Black,Snake,Green,,2:56,Eggplant,Wood Grain,,Orange,Pink,Pink,Orange,"Skirt-Left, Top-Right",Pink & Orange,I Love You,Sparkly Black,Black & Gold,TTPD,White,Black,Gold-Black Trim,Gold,Purple Fur,Orchid,Chevron,Magenta,Navy Sparkles,Pink,Yes,Maroon,Non-Album / 1989,Sweeter than Fiction,Red,Holy Ground,,,Yes,Gold,Debut,Mary's Song (Oh My My My),TTPD,So High School,Red,Everything Has Changed
